Chain,Average_Helicity,STD_Helicity
0,0.3391011406844107,0.33544037991539766
1,0.3405403041825096,0.3368810238512792
2,0.33852243346007604,0.3359384205840358
3,0.340290494296578,0.3359708066386779
4,0.33869847908745243,0.33608159881541505
5,0.3382239543726236,0.33638001052295
6,0.3390273764258555,0.3364639013224403
7,0.3393231939163498,0.33659171897052476
8,0.33810456273764256,0.33538276863919825
9,0.3401642585551331,0.3352309531569069
10,0.33921977186311786,0.33576504865463114
11,0.3400212927756654,0.3368645462383911
12,0.3381441064638784,0.33444129716369686
13,0.3381783269961977,0.3349474106980419
14,0.33899049429657796,0.33704383579594605
15,0.33793155893536125,0.336295861435258
16,0.3413285171102661,0.3358616903463206
17,0.3372524714828897,0.3363746321295344
18,0.33850494296577943,0.3358108951120367
19,0.34021406844106467,0.33536329020637984
20,0.3402730038022814,0.33690748748984284
21,0.33993231939163493,0.3368816208194671
22,0.33759885931558936,0.33565443023833724
23,0.33874220532319393,0.3358894248249042
24,0.33552167300380226,0.33520900946212273
25,0.3390958174904943,0.3349113137553969
26,0.34015057034220536,0.3370347472096474
27,0.33847072243346005,0.3362414158773263
28,0.3383060836501901,0.3358236224005523
29,0.33973307984790874,0.3371907388719459
30,0.33871520912547526,0.33441629392032457
31,0.3416365019011407,0.33753479780942586
32,0.33703878326996195,0.33401913064455213
33,0.33657984790874523,0.3339093036349381
34,0.33992091254752854,0.3375278865537611
35,0.3423007604562738,0.338789471062552
36,0.3369414448669202,0.3356674590054489
37,0.3398045627376426,0.3369340958142218
38,0.33934486692015214,0.33501108517253636
39,0.34053726235741444,0.33677621206753683
40,0.33752699619771864,0.335260701342047
41,0.34008365019011405,0.33523694917192254
42,0.340445247148289,0.3370132019593608
43,0.33892661596958173,0.3363827826716194
44,0.33785133079847907,0.3347568519846912
45,0.3375292775665399,0.33692301003961556
46,0.341993536121673,0.33758863710881376
47,0.34163840304182513,0.33635071560266244
48,0.3369920152091254,0.3358904487871503
49,0.3401684410646388,0.3358453685695024
50,0.33774448669201523,0.33467075534741986
51,0.34148022813688217,0.3379212646904393
52,0.33701558935361214,0.33682833114498406
53,0.3359422053231939,0.33717325815281896
54,0.339738783269962,0.3357980120305817
55,0.3393908745247149,0.33756680599531935
56,0.3416266159695817,0.33569918904777174
57,0.3373231939163498,0.33776087840801633
58,0.3390288973384031,0.3346263228902166
59,0.335519391634981,0.33406663978026685
60,0.34011368821292776,0.33594155244140206
61,0.3382532319391635,0.3359412584151047
62,0.3373133079847909,0.33692230142767843
63,0.33753269961977184,0.33658862944350754
