Chain,Average_Helicity,STD_Helicity
0,0.23796045627376428,0.2868844186968797
1,0.23809011406844105,0.28743188880280396
2,0.23678783269961975,0.288975029912263
3,0.2390828897338403,0.288237303038889
4,0.23866653992395437,0.2890465274001684
5,0.23854410646387833,0.2897831648273541
6,0.23830228136882126,0.28893103048136504
7,0.23761939163498097,0.28705730096029763
8,0.23819087452471482,0.28643578619394466
9,0.23683992395437262,0.28757295963511975
10,0.24009277566539924,0.29082103048594005
11,0.2388722433460076,0.289894873481117
12,0.23781520912547527,0.2868896591003596
13,0.23808593155893534,0.28943596728065973
14,0.23965437262357414,0.28954363260223825
15,0.2377045627376426,0.28687784230406665
16,0.2385144486692015,0.2891042132225386
17,0.24164942965779465,0.2917645650777968
18,0.23747946768060837,0.288830591795833
19,0.23615361216730038,0.2860199696162344
20,0.23652053231939163,0.2878897612549951
21,0.23783041825095058,0.2884179913006619
22,0.2379901140684411,0.2887979928301522
23,0.24018631178707225,0.2912032024820928
24,0.23657794676806082,0.286892476195674
25,0.2391315589353612,0.2897135529592845
26,0.23911330798479088,0.28938717091436117
27,0.23853916349809884,0.287105022229522
28,0.2385372623574145,0.2883602465101774
29,0.2399657794676806,0.2898418178270254
30,0.23897186311787072,0.28825786124498426
31,0.23756311787072246,0.28710520476244544
32,0.23986121673003802,0.2906333469755062
33,0.23909353612167303,0.2895570160565478
34,0.23911178707224331,0.2906807185336252
35,0.2376019011406844,0.2891708615726997
36,0.23789695817490494,0.2881456758048676
37,0.23639619771863118,0.28734117925129954
38,0.23772053231939164,0.2880754840686546
39,0.23519657794676807,0.2860001690214619
40,0.23650912547528516,0.2875398625239635
41,0.23907604562737647,0.2878025063444153
42,0.24085399239543726,0.2903402035799714
43,0.23842129277566537,0.2883891820215765
44,0.23794524714828896,0.28765365390811215
45,0.23886425855513307,0.2901424818725929
46,0.23624790874524712,0.2855021422302469
47,0.23695019011406845,0.2866753708978704
48,0.23950532319391632,0.2901037797297524
49,0.23786121673003804,0.2869605545448351
50,0.23894334600760456,0.2892874124784243
51,0.23628745247148292,0.28636251924459466
52,0.2406148288973384,0.2910055236573959
53,0.2364764258555133,0.2886012232479781
54,0.2404558935361217,0.2902113171896679
55,0.23662053231939162,0.28695663010847955
56,0.2377060836501901,0.2884535040407855
57,0.24019353612167302,0.2899166736129998
58,0.2383155893536122,0.2896915833834456
59,0.23860076045627376,0.28997399621088293
60,0.23735741444866923,0.2872478710159587
61,0.23736121673003804,0.2870242706739867
62,0.2387787072243346,0.2899804495885471
63,0.23930190114068442,0.2907229252638192
