Chain,Average_Helicity,STD_Helicity
0,0.1913003802281369,0.24553888736609708
1,0.18951330798479088,0.24442784066177517
2,0.18698859315589353,0.24013378120057616
3,0.19106349809885928,0.24443153643917198
4,0.18897984790874522,0.24387388175501337
5,0.1887931558935361,0.2424824845517196
6,0.1885923954372624,0.24205219360473196
7,0.18851558935361215,0.24269132020997586
8,0.18960570342205324,0.24383392466837342
9,0.18832585551330794,0.2429804998057767
10,0.19041406844106462,0.24502564991785722
11,0.18924220532319388,0.24280933844207941
12,0.18765589353612167,0.2416862162061575
13,0.18731825095057034,0.2414810694262335
14,0.18863954372623576,0.24357479116806705
15,0.18721444866920153,0.2419462939266649
16,0.18944258555133078,0.24381679311466997
17,0.18952623574144487,0.24392091366952132
18,0.18897034220532322,0.24350769749678772
19,0.1881847908745247,0.24376232221296976
20,0.188932319391635,0.24306750830631432
21,0.18948441064638785,0.24473121491066246
22,0.18800950570342206,0.24270423461282092
23,0.18906007604562738,0.24345126393547703
24,0.1876292775665399,0.2421070498591342
25,0.18885627376425854,0.24414798703021504
26,0.18844676806083652,0.24274760441192714
27,0.18790266159695815,0.2427007449306122
28,0.18848897338403042,0.24242847542296725
29,0.18685285171102664,0.2406878611859892
30,0.19051368821292775,0.24444389226696833
31,0.18976121673003804,0.24484362685952984
32,0.19271102661596956,0.2471349753436562
33,0.18838593155893538,0.24206619163542323
34,0.18696045627376426,0.24181817328437144
35,0.18913916349809887,0.24242681280931366
36,0.1896532319391635,0.24544395219328954
37,0.18827376425855513,0.24278925196684722
38,0.1909178707224335,0.24413658386603587
39,0.18930570342205322,0.24402491474622143
40,0.18824372623574145,0.24185605692338122
41,0.18753954372623577,0.24285914339664208
42,0.18956311787072241,0.2439645192697541
43,0.19018973384030421,0.24381831578315852
44,0.19077490494296578,0.24518438684538543
45,0.18894752851711025,0.2427557634100511
46,0.18926349809885934,0.2430451688573002
47,0.1890121673003802,0.24403428996936916
48,0.18941216730038024,0.2434448431144703
49,0.18846463878326994,0.24213173362901594
50,0.19265817490494297,0.24509422553651858
51,0.18637642585551328,0.24080570741123694
52,0.18932851711026616,0.24311024315618382
53,0.18781977186311788,0.2424412706680566
54,0.18686083650190116,0.24223168941316134
55,0.18958212927756654,0.24405366443777113
56,0.18968098859315588,0.24419149878656926
57,0.18791634980988592,0.24273779810738605
58,0.1900593155893536,0.24460640996762578
59,0.185954752851711,0.23963222162494863
60,0.18933269961977187,0.2435578328490827
61,0.18814296577946768,0.2427835663571678
62,0.18860152091254756,0.2425466201856177
63,0.19027110266159694,0.24495712203654485
