Chain,Average_Helicity,STD_Helicity
0,0.6541425855513309,0.27110199898169335
1,0.6578429657794677,0.27085614160789756
2,0.6483794676806084,0.2771226745770466
3,0.6529281368821293,0.2744040617305936
4,0.6503266159695816,0.27251307662968344
5,0.6568809885931559,0.2712929196122197
6,0.6519243346007604,0.27689621880006593
7,0.6539889733840304,0.27460802979975835
8,0.6491794676806083,0.2795471773588465
9,0.6482072243346008,0.27776865224200753
10,0.6515448669201521,0.27424488398145425
11,0.6507832699619772,0.27491671525840483
12,0.6516779467680608,0.2742780938128201
13,0.650819391634981,0.27523348602466174
14,0.6513646387832699,0.2732244502830486
15,0.6543570342205324,0.2760984150079666
16,0.6524604562737641,0.2774200280664959
17,0.6550551330798479,0.2716192289133385
18,0.6547711026615969,0.27215869979144186
19,0.6512410646387833,0.2758129388717227
20,0.6496863117870723,0.2760843511286145
21,0.6532319391634981,0.2759613573799094
22,0.6529794676806083,0.27391642094272856
23,0.6518315589353612,0.27652514230577213
24,0.65063536121673,0.27317426408699313
25,0.648280608365019,0.276826231415359
26,0.6538768060836502,0.2755167482885887
27,0.6496771863117871,0.2766439495827667
28,0.6517749049429659,0.27694867854702854
29,0.6524927756653993,0.2737228261164249
30,0.6457418250950571,0.27892325013772423
31,0.6486634980988594,0.2773069199806094
32,0.6507277566539923,0.27452419693872765
33,0.6508889733840305,0.27528469161460667
34,0.6493406844106464,0.2766723854617553
35,0.6508790874524715,0.27696088463156177
36,0.6466634980988593,0.27626614303146513
37,0.6526307984790874,0.27599116906390964
38,0.6549300380228137,0.2759896780781882
39,0.6527091254752851,0.2737189992731844
40,0.6514049429657794,0.275312715413478
41,0.6533231939163497,0.27494699446661486
42,0.6525749049429659,0.27593566171892486
43,0.6511444866920152,0.27621184814405547
44,0.6558030418250951,0.2718671658812138
45,0.6518133079847909,0.27373416695308295
46,0.6546973384030419,0.27553475395910354
47,0.6475003802281368,0.2781803496978719
48,0.6556136882129278,0.2712637515970454
49,0.6501216730038023,0.2725960560213918
50,0.6520574144486693,0.2744222811226976
51,0.6543600760456274,0.2763006737639771
52,0.6530536121673004,0.2769148546168742
53,0.6520745247148289,0.2782035874014299
54,0.6530703422053231,0.2783495996992534
55,0.657196577946768,0.27398546592770273
56,0.6538684410646388,0.2720768286992853
57,0.6514444866920153,0.27320549633940333
58,0.6531444866920153,0.272443720141442
59,0.6499372623574143,0.2757295836981328
60,0.6524927756653993,0.2756508478996736
61,0.6513653992395437,0.2738959543728216
62,0.6506250950570341,0.2721182612679371
63,0.6504650190114067,0.27581987329154906
