Chain,Average_Helicity,STD_Helicity
0,0.4020577946768061,0.34137870189079206
1,0.4028262357414448,0.34361863437484386
2,0.39989087452471483,0.3427643341102141
3,0.40632205323193915,0.341255767355218
4,0.4071197718631179,0.33808399060607774
5,0.40503574144486687,0.33888126179692174
6,0.402015969581749,0.34068215416018405
7,0.40358212927756654,0.34109701198013737
8,0.4081490494296578,0.34081383061413406
9,0.40588250950570337,0.3413177536719254
10,0.40293041825095055,0.3432043241629681
11,0.4053608365019012,0.3412876851800751
12,0.4021749049429658,0.34078877033465715
13,0.4095608365019011,0.3389933900598111
14,0.40357414448669204,0.34067086110387645
15,0.4019174904942966,0.3401033835191218
16,0.40191330798479086,0.341531709406494
17,0.40738669201520916,0.34242600357121955
18,0.4084585551330798,0.3413448803919219
19,0.40498745247148293,0.3393820838169622
20,0.4083570342205323,0.3412490870444852
21,0.4051399239543726,0.3391260918902506
22,0.4064494296577946,0.3412118741075611
23,0.4044019011406844,0.34109043095290786
24,0.4021045627376426,0.3385139661851123
25,0.40417604562737647,0.3408677017709344
26,0.4054460076045627,0.34038514359789507
27,0.40616577946768057,0.341927822592979
28,0.4031231939163498,0.3405073495380367
29,0.40280570342205324,0.3409879814650256
30,0.40586159695817486,0.33820173576807255
31,0.40086806083650195,0.3405965328940293
32,0.4052174904942966,0.3392365177560543
33,0.40223574144486696,0.34117539953411635
34,0.4026600760456275,0.34223580741026866
35,0.4045623574144487,0.3400158309741971
36,0.4054958174904943,0.3396164222193352
37,0.40986996197718634,0.34000967763401885
38,0.40493498098859315,0.3399313757528089
39,0.40335399239543723,0.3395248870818443
40,0.4066490494296578,0.33964333135970626
41,0.40521140684410645,0.3398474595512228
42,0.40764562737642585,0.3398744898763555
43,0.40681292775665406,0.337675760155169
44,0.4069072243346008,0.3406422982353315
45,0.4044281368821293,0.34135926266107613
46,0.40735893536121676,0.34036544315139017
47,0.40739391634980987,0.3425768676211937
48,0.4076634980988593,0.338611728305353
49,0.4073285171102662,0.3412238407423446
50,0.4062155893536122,0.3417416312547206
51,0.40365969581749056,0.3392986929157791
52,0.4065456273764259,0.3404688017871621
53,0.4008965779467681,0.34118709465985675
54,0.40383954372623576,0.34209782542794603
55,0.40398022813688217,0.3408317630616827
56,0.4051049429657794,0.34167035334631424
57,0.4056228136882129,0.33997279338204683
58,0.4037212927756655,0.34007069652363486
59,0.40077946768060835,0.3418444555960647
60,0.4074779467680608,0.34190096164604666
61,0.40618365019011415,0.33962519959002163
62,0.40372167300380224,0.3415960149636207
63,0.4036768060836502,0.34040667620287224
