Chain,Average_Helicity,STD_Helicity
0,0.06145794392523364,0.07356901018311962
1,0.059691588785046726,0.07067438711918218
2,0.0612,0.07373174920698339
3,0.06041495327102804,0.07190592998532104
4,0.06000747663551402,0.07028551611730273
5,0.05981401869158878,0.07046505125476103
6,0.059903738317757006,0.07068080272517742
7,0.06087943925233645,0.07339576337860758
8,0.05965607476635514,0.06997456437419883
9,0.06068691588785046,0.07168970009585789
10,0.059676635514018694,0.07068390024019766
11,0.060953271028037374,0.07210962101253482
12,0.060180373831775706,0.07240507990550063
13,0.061081308411214945,0.07234990797046523
14,0.05949626168224299,0.07048018336885357
15,0.06096728971962617,0.07277680483891089
16,0.05924579439252337,0.0700212921961423
17,0.0604803738317757,0.07291305978842691
18,0.060863551401869165,0.0727473908611654
19,0.05967943925233645,0.07034694891831107
20,0.060004672897196264,0.0714243582409156
21,0.060367289719626176,0.07083191077645135
22,0.0599841121495327,0.0701402722047711
23,0.060498130841121496,0.0724132584303886
24,0.06066542056074766,0.07183841174742954
25,0.06122429906542057,0.07328866475464017
26,0.06088411214953272,0.0722155744062771
27,0.060598130841121506,0.07169608884300976
28,0.06129906542056074,0.0731271054433883
29,0.06118878504672897,0.07263689534811911
30,0.06016261682242991,0.0722128545309447
31,0.06082710280373833,0.0726170889108523
32,0.06044018691588786,0.07193935901622975
33,0.06054205607476634,0.07145167772682574
34,0.06132897196261682,0.07373712085782223
35,0.06132616822429906,0.07279633391258028
36,0.06073831775700935,0.07287979688110924
37,0.06012710280373833,0.07195143555567285
38,0.0613018691588785,0.07230128549587976
39,0.059954205607476635,0.07147934840685109
40,0.060313084112149536,0.07160978250421751
41,0.06071401869158879,0.07248730787852647
42,0.060564485981308404,0.07138402823053648
43,0.06096635514018691,0.07121397261816526
44,0.06079252336448598,0.07265931731511144
45,0.06005233644859812,0.07065355828462799
46,0.06032523364485982,0.07177490396997185
47,0.061221495327102804,0.072595261331973
48,0.058544859813084126,0.0684885695267573
49,0.06118317757009347,0.07219316311894086
50,0.06063084112149532,0.07159589531806498
51,0.06110747663551401,0.07304703989593189
52,0.060945794392523366,0.07296628626229373
53,0.061632710280373836,0.07316863862134589
54,0.06085233644859814,0.0720308297777156
55,0.05999813084112149,0.07170162732457491
56,0.0604822429906542,0.07155481372298868
57,0.06100654205607476,0.07266705442167722
58,0.05954205607476635,0.06981205883219159
59,0.0605429906542056,0.07163705524736434
60,0.060994392523364485,0.07120404907075316
61,0.06019719626168224,0.07074148204454496
62,0.05983084112149533,0.06982074834383054
63,0.06067476635514019,0.07203192710279013
