Chain,Average_Helicity,STD_Helicity
0,0.10341775700934577,0.13015321583130657
1,0.10156542056074766,0.12816014230364453
2,0.10050654205607477,0.12588880145204845
3,0.10110560747663551,0.12785971564352885
4,0.10315046728971963,0.12938113107876623
5,0.09965700934579441,0.12553882976183853
6,0.10186448598130841,0.12738696969143154
7,0.1004411214953271,0.1271492808372656
8,0.10036261682242992,0.1280571393517231
9,0.10129252336448596,0.12978505429336498
10,0.10338224299065422,0.13050174476083912
11,0.09946355140186916,0.12662236694868173
12,0.09920747663551402,0.1266529474705521
13,0.10352523364485981,0.13108247392668404
14,0.10115046728971964,0.1281607178607602
15,0.10091869158878505,0.12862987700414374
16,0.10354112149532711,0.12937486499393996
17,0.10234485981308412,0.12995837380552516
18,0.1027626168224299,0.13018588832275904
19,0.10156635514018691,0.12719239672209678
20,0.103992523364486,0.13179289381445333
21,0.1024271028037383,0.1302165640942175
22,0.10168224299065419,0.12896665642612956
23,0.10055233644859814,0.1260578396734576
24,0.10497943925233642,0.1325578757312335
25,0.10072803738317757,0.12750627896900596
26,0.10281308411214952,0.12996027652196582
27,0.10272056074766356,0.12930297084307243
28,0.10183644859813082,0.1287887413031627
29,0.10130934579439252,0.12857317385112438
30,0.10179906542056076,0.12865279180899286
31,0.10057196261682241,0.12640593990715662
32,0.1036252336448598,0.13111008294271068
33,0.10196448598130843,0.13036175493590685
34,0.10324953271028038,0.1312494232288755
35,0.1033532710280374,0.12958812922858298
36,0.10203831775700935,0.1289178312854288
37,0.10016635514018692,0.1287586541462597
38,0.10088504672897197,0.12760935482930352
39,0.10248691588785044,0.12942421813563704
40,0.10420093457943926,0.13187729109163798
41,0.10216168224299066,0.12877414601263024
42,0.10125514018691588,0.12670991687443467
43,0.1030728971962617,0.13047667430029808
44,0.10177850467289719,0.1278381585114389
45,0.10156448598130839,0.1284782924697816
46,0.102703738317757,0.1288917693661005
47,0.10139626168224297,0.128343803701783
48,0.10144766355140188,0.1279257022583004
49,0.10239532710280376,0.1300660331094104
50,0.10232242990654204,0.12802055567161622
51,0.10306728971962617,0.1299776039484049
52,0.10257850467289718,0.13033125304108498
53,0.10202429906542058,0.12971974740763006
54,0.10137289719626166,0.12833797201074418
55,0.10168411214953271,0.12769264511605624
56,0.10367196261682243,0.1307043691354708
57,0.1033532710280374,0.1314597250557382
58,0.10156355140186916,0.12891566858252387
59,0.10019906542056074,0.12706328653144972
60,0.10151495327102804,0.1283636997073858
61,0.10307570093457943,0.13041175541956138
62,0.1031355140186916,0.1304176391747426
63,0.10035327102803739,0.12545411516831506
