Chain,Average_Helicity,STD_Helicity
0,0.043659813084112147,0.04748598191540041
1,0.043345794392523375,0.04827659458906152
2,0.044058878504672896,0.04794082207442999
3,0.043570093457943916,0.04817713851706223
4,0.04338598130841121,0.04697020620314548
5,0.044304672897196265,0.048775726273333285
6,0.043001869158878506,0.04633840574484123
7,0.043080373831775695,0.045962234475611506
8,0.04390654205607476,0.04809465602860585
9,0.04375233644859813,0.04729664852640964
10,0.043465420560747654,0.04697478365665439
11,0.043734579439252345,0.04711155602189804
12,0.04414953271028037,0.049272864845287964
13,0.04348224299065421,0.048809109026297086
14,0.044109345794392525,0.04876185795435609
15,0.0436018691588785,0.04768144485459866
16,0.04284392523364486,0.04628911213611199
17,0.04364672897196262,0.04737622006469208
18,0.043283177570093465,0.04755794004087104
19,0.043252336448598126,0.046142557131710386
20,0.042300934579439266,0.04602235640258099
21,0.043287850467289724,0.04683445634345493
22,0.04371121495327103,0.04732936360518227
23,0.04225514018691589,0.04583581066152358
24,0.04338130841121496,0.046848822546452486
25,0.04303364485981309,0.04561320095836586
26,0.04316542056074767,0.046261031223588794
27,0.0432588785046729,0.04630150671388452
28,0.04325981308411214,0.04640458175053082
29,0.04350280373831776,0.047326149058025166
30,0.044109345794392525,0.04776052906904605
31,0.04434672897196261,0.04875333933975201
32,0.0431785046728972,0.046229359178994095
33,0.04411495327102804,0.04758219804498536
34,0.04411121495327103,0.04772425141676131
35,0.043174766355140184,0.04717978557604395
36,0.044020560747663556,0.047682730152810555
37,0.04302429906542056,0.046580395461300245
38,0.04403551401869159,0.047436967035827816
39,0.04372803738317756,0.04712856703452349
40,0.04352149532710281,0.046449800112317786
41,0.04288504672897196,0.04628332657076153
42,0.04416542056074766,0.04829645040807234
43,0.043727102803738316,0.04777273411948612
44,0.04283364485981308,0.04627416861605965
45,0.04347663551401868,0.04721245000430719
46,0.0438018691588785,0.048220486555084124
47,0.04303364485981309,0.04630775342101917
48,0.04319999999999999,0.04632650479724292
49,0.04341308411214953,0.046552113465001196
50,0.0435373831775701,0.04708300985972865
51,0.04247383177570093,0.04544505429729235
52,0.04278504672897196,0.04610094126745657
53,0.043733644859813084,0.047668979203500696
54,0.0430607476635514,0.04666516393065221
55,0.04323084112149532,0.046357300710881094
56,0.04296261682242991,0.04665768865802558
57,0.04338878504672897,0.0478682192720901
58,0.043600934579439254,0.046908852751013655
59,0.04365607476635515,0.0466836843911324
60,0.043689719626168216,0.047229182596213094
61,0.04351869158878504,0.04778691826396179
62,0.04438971962616822,0.04937295967075868
63,0.04408971962616823,0.0488220034938657
