Chain,Average_Helicity,STD_Helicity
0,0.6712102803738317,0.30387428258070814
1,0.6735196261682243,0.3066321832147399
2,0.6752495327102805,0.30079592031367675
3,0.6879327102803738,0.3006757783666531
4,0.6816448598130839,0.3002044880129396
5,0.6704112149532709,0.3039193567185932
6,0.6782981308411213,0.3026270299375829
7,0.6811177570093457,0.3013407187057686
8,0.6701766355140187,0.3045981742753193
9,0.6750588785046729,0.3025435567477572
10,0.6775009345794392,0.30027044305274064
11,0.6721065420560748,0.302694050301691
12,0.6747934579439252,0.30180204853389847
13,0.6809018691588785,0.2993024510303381
14,0.6694009345794393,0.30482251170802066
15,0.6751140186915888,0.3023753758729659
16,0.6773046728971962,0.302139079933437
17,0.6757663551401868,0.3029023611056053
18,0.6792728971962617,0.30133900385901996
19,0.6709439252336449,0.3031163140549759
20,0.6755710280373832,0.3019925065633889
21,0.676670093457944,0.3023943050738766
22,0.6768383177570095,0.30132845079866166
23,0.6781149532710281,0.3006202789447982
24,0.6820317757009344,0.30151209631447573
25,0.6750448598130839,0.30301875369422415
26,0.6751719626168226,0.30312705358607356
27,0.6846093457943925,0.3005348333902086
28,0.6749439252336448,0.3030188745787095
29,0.6812570093457945,0.301219326467916
30,0.6782841121495328,0.3021311014408424
31,0.679733644859813,0.3013515058581534
32,0.6759299065420561,0.30431611215140175
33,0.6690504672897195,0.3045627392278147
34,0.6736093457943926,0.3047170271606562
35,0.6771616822429908,0.3033360625601686
36,0.6739542056074767,0.30424592619098156
37,0.6710102803738317,0.3010016250878537
38,0.6746981308411214,0.3022355518160512
39,0.666203738317757,0.3027968801692491
40,0.6760598130841122,0.30208708772790616
41,0.6758953271028038,0.2997863071892444
42,0.6730345794392525,0.30278639492849585
43,0.6706130841121494,0.3021373974396579
44,0.6781887850467291,0.3028955229417399
45,0.6743878504672898,0.3036002695719563
46,0.678414953271028,0.3031025959994954
47,0.6793383177570095,0.30046185185410806
48,0.6729635514018693,0.3015658268501856
49,0.6756299065420562,0.30280196829412287
50,0.6777682242990654,0.30074845999034894
51,0.6775158878504672,0.3014553766979444
52,0.6787102803738319,0.3019794676236723
53,0.679733644859813,0.3007958698463487
54,0.6749177570093456,0.3045296572004033
55,0.6734205607476637,0.3052418393861416
56,0.6774186915887851,0.3031208528397963
57,0.6778485981308411,0.3030773237645432
58,0.6801570093457944,0.302888035854758
59,0.6743841121495328,0.3032918319952795
60,0.6802429906542058,0.3015677218504726
61,0.6790271028037383,0.3040764683615495
62,0.6703373831775701,0.3041327364922039
63,0.6746401869158878,0.3042342361422964
