Chain,Average_Helicity,STD_Helicity
0,0.21816578947368423,0.2536947801221358
1,0.2185611842105263,0.25331117462659025
2,0.2211388157894737,0.25684347425942183
3,0.21730000000000002,0.25089387670571206
4,0.2211796052631579,0.2564075785938678
5,0.2246072368421053,0.2600370312955379
6,0.22187960526315792,0.2575134637100543
7,0.22560065789473685,0.26050782882889745
8,0.2211046052631579,0.25663092645470864
9,0.22319144736842106,0.2585499468045622
10,0.21983157894736843,0.2545680925403107
11,0.22313092105263158,0.25828664671801344
12,0.2219921052631579,0.25667662010026193
13,0.22120065789473686,0.25607262834283806
14,0.22426052631578944,0.26056639626567524
15,0.22272565789473686,0.25825369322694425
16,0.2201940789473684,0.2567422709935805
17,0.2201032894736842,0.25526668418532183
18,0.22144013157894737,0.2566383253417019
19,0.22195592105263157,0.25783869542735044
20,0.22068223684210528,0.256706971001541
21,0.22051842105263156,0.2553930568289872
22,0.22141184210526318,0.2565749190203338
23,0.22030394736842104,0.256593781942951
24,0.22044802631578947,0.25516875349317847
25,0.22021973684210525,0.25575463185584774
26,0.2198855263157895,0.25568550105238114
27,0.22106710526315787,0.2570128654306699
28,0.22055921052631583,0.25587700565003757
29,0.22113815789473684,0.25691225486899183
30,0.2225171052631579,0.2588669081879304
31,0.22362631578947367,0.25858070961776436
32,0.22055986842105266,0.25579815882939616
33,0.21902763157894733,0.2547931424130296
34,0.22117368421052633,0.2561747817041393
35,0.22005394736842104,0.2552448963048653
36,0.22137763157894738,0.2570939010815658
37,0.2169947368421053,0.25224995195593763
38,0.21934342105263155,0.2558324929136283
39,0.21962894736842106,0.25606549728319894
40,0.22124934210526312,0.2569063970431107
41,0.22030723684210526,0.25541974228759157
42,0.2190375,0.2537503587792382
43,0.2227526315789474,0.2587990159389512
44,0.2216019736842105,0.25665031029090996
45,0.22104144736842107,0.25663487898386494
46,0.22193157894736845,0.2574038413765452
47,0.22091907894736842,0.25676314647159504
48,0.22253026315789476,0.25722731858464515
49,0.22247434210526315,0.2574575745573153
50,0.2214046052631579,0.2579688412791297
51,0.2228078947368421,0.2583365230628442
52,0.22231315789473685,0.2567838871410955
53,0.2223190789473684,0.2581841997829703
54,0.22138618421052633,0.2553432875173667
55,0.21967368421052633,0.2559401463584905
56,0.21999934210526312,0.2559218565193368
57,0.21878355263157895,0.2549851387424061
58,0.2237203947368421,0.25822928595248135
59,0.22020855263157893,0.25591219092947914
60,0.22111776315789472,0.2570227475858421
61,0.2206559210526316,0.2562307131980742
62,0.22024671052631584,0.25726693461670136
63,0.22426776315789476,0.2599374931447269
