Chain,Average_Helicity,STD_Helicity
0,0.5054671052631579,0.38243282636444037
1,0.5038934210526316,0.3820159082646216
2,0.5063513157894738,0.38062964611058436
3,0.5026565789473685,0.3814997055719104
4,0.5040085526315788,0.3797158975963198
5,0.5072756578947368,0.381292265301192
6,0.504658552631579,0.3808072461792737
7,0.5045776315789473,0.3819958225517946
8,0.5032605263157894,0.38159980296907753
9,0.5039078947368422,0.38216011636869734
10,0.5051381578947369,0.3801052973803531
11,0.5068118421052632,0.3806917289505296
12,0.5033690789473685,0.3810056110986101
13,0.5036,0.3830782220520064
14,0.5048263157894737,0.3815206950544723
15,0.5057506578947368,0.38097800167821383
16,0.5053032894736842,0.3800337549789359
17,0.5045657894736841,0.38258649402270756
18,0.5031717105263158,0.38089368896295844
19,0.5055901315789474,0.38196934686187567
20,0.5040842105263158,0.3812773926492749
21,0.5039375,0.3826732147896351
22,0.5030447368421053,0.38307933934820476
23,0.5052296052631579,0.38189355671836367
24,0.5064973684210526,0.38169853372913226
25,0.5055756578947368,0.37997996068988027
26,0.5048855263157894,0.3830384743297052
27,0.5048519736842105,0.3818405660623834
28,0.5053269736842104,0.381322221454575
29,0.5016888157894737,0.38147448654932525
30,0.5044243421052631,0.38178778670684915
31,0.5038980263157895,0.38257585117725257
32,0.5044736842105263,0.3818045888204087
33,0.5051671052631579,0.3832749227616337
34,0.5054098684210526,0.38110500724518315
35,0.5026631578947368,0.3833469533842353
36,0.5075111842105263,0.37987244423368133
37,0.5043736842105262,0.38146273249318
38,0.5041618421052633,0.38192130853409595
39,0.5043421052631579,0.3800658356276677
40,0.5046967105263157,0.3812684130873245
41,0.5046980263157895,0.38117616704753715
42,0.5038026315789473,0.38239710293774465
43,0.5041138157894737,0.38393760732999554
44,0.5043322368421052,0.3814791409076362
45,0.5042914473684211,0.38026219295031
46,0.5045763157894738,0.3830555742861468
47,0.5055552631578948,0.3808097191631816
48,0.5062723684210525,0.38241644068334313
49,0.5032309210526316,0.3812768575930013
50,0.5053138157894737,0.380473775645393
51,0.5024605263157894,0.3829580919008692
52,0.5053565789473684,0.3812083220827406
53,0.5069743421052632,0.3819805744745182
54,0.5037914473684211,0.38348345894199354
55,0.5065763157894737,0.3794373040813619
56,0.5044065789473685,0.38276606151989795
57,0.5036309210526316,0.3811395169049256
58,0.5047453947368421,0.38099227696945576
59,0.5071046052631579,0.38203826212670317
60,0.5049032894736842,0.38138672999742235
61,0.5029842105263157,0.38002313054693465
62,0.5041986842105263,0.38286210878118243
63,0.5034736842105263,0.3829164754906951
